itemid,itemtype,msg,target,competitor,distractor,trialid,targetpos,layout,prob_target,prob_competitor,prob_distr,speaker,participant_id,condition
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,22,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,113,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,7,2,"tr_re,ci_bl,sq_gr; ",100,0,0,child,152,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,12,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,171,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,14,2,"sq_gr,ci_bl,tr_re; ",100,0,0,child,116,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,5,2,"sq_gr,ci_bl,tr_re; ",100,0,0,child,162,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,17,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,127,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,0,3,"sq_gr,tr_re,ci_bl; ",100,0,0,child,124,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,21,3,"sq_gr,tr_re,ci_bl; ",100,0,0,child,128,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,21,2,"sq_gr,ci_bl,tr_re; ",100,0,0,child,143,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,3,1,"ci_bl,tr_re,sq_gr; ",100,0,0,child,178,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,19,3,"sq_gr,tr_re,ci_bl; ",100,0,0,child,146,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,11,3,"sq_gr,tr_re,ci_bl; ",100,0,0,child,153,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,13,2,"tr_re,ci_bl,sq_gr; ",100,0,0,child,172,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,10,1,"ci_bl,tr_re,sq_gr; ",100,0,0,child,120,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,14,1,"ci_bl,sq_gr,tr_re; ",100,0,0,child,108,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,14,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,147,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,16,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,92,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,10,1,"ci_bl,tr_re,sq_gr; ",100,0,0,child,117,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,6,2,"tr_re,ci_bl,sq_gr; ",100,0,0,child,163,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,23,2,"sq_gr,ci_bl,tr_re; ",100,0,0,child,154,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,15,2,"sq_gr,ci_bl,tr_re; ",100,0,0,child,186,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,1,1,"ci_bl,tr_re,sq_gr; ",100,0,0,child,121,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,1,1,"ci_bl,sq_gr,tr_re; ",100,0,0,child,179,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,2,3,"sq_gr,tr_re,ci_bl; ",100,0,0,child,148,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,9,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,149,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,6,1,"ci_bl,tr_re,sq_gr; ",100,0,0,child,184,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,3,1,"ci_bl,tr_re,sq_gr; ",100,0,0,child,109,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,22,2,"sq_gr,ci_bl,tr_re; ",100,0,0,child,155,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,15,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,129,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,4,1,"ci_bl,tr_re,sq_gr; ",100,0,0,child,132,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,9,1,"ci_bl,tr_re,sq_gr; ",65,16,19,child,133,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,16,1,"ci_bl,sq_gr,tr_re; ",100,0,0,child,183,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,13,3,"sq_gr,tr_re,ci_bl; ",100,0,0,child,144,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,22,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,134,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,19,1,"ci_bl,sq_gr,tr_re; ",100,0,0,child,156,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,2,2,"tr_re,ci_bl,sq_gr; ",42,30,28,child,182,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,3,2,"tr_re,ci_bl,sq_gr; ",100,0,0,child,185,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,10,3,"tr_re,sq_gr,ci_bl; ",100,0,0,child,98,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,10,1,"ci_bl,sq_gr,tr_re; ",100,0,0,child,157,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,4,2,"sq_gr,ci_bl,tr_re; ",100,0,0,child,173,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,6,1,"ci_bl,sq_gr,tr_re; ",40,30,30,child,110,filler unambiguous
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,11,3,"sq_gr,tr_re,ci_bl; ",100,0,0,child,167,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,19,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,114,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,6,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,118,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,2,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,93,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,3,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,90,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,0,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,125,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,15,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,158,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,9,2,"tr_bl,ci_re,sq_gr; ",98,2,0,child,174,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,1,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,138,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,9,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,175,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,94,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,21,3,"tr_bl,sq_gr,ci_re; ",22,36,42,child,168,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,7,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,95,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,23,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,130,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,20,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,180,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,19,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,119,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,10,3,"tr_bl,sq_gr,ci_re; ",57,0,43,child,99,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,13,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,169,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,14,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,122,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,21,2,"tr_bl,ci_re,sq_gr; ",93,7,0,child,139,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,140,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,5,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,150,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,20,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,159,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,7,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,100,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,2,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,111,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,4,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,101,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,11,1,"ci_re,sq_gr,tr_bl; ",67,14,19,child,176,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,13,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,170,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,13,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,141,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,11,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,96,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,3,"sq_gr,tr_bl,ci_re; ",42,29,29,child,112,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,8,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,102,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,135,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,3,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,115,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,13,2,"sq_gr,ci_re,tr_bl; ",77,6,17,child,136,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,14,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,131,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,4,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,123,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,12,2,"tr_bl,ci_re,sq_gr; ",80,15,5,child,106,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,23,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,137,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,9,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,164,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,6,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,151,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,10,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,103,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,0,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,126,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,7,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,181,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,142,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,23,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,104,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,15,2,"tr_bl,ci_re,sq_gr; ",92,3,5,child,165,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,11,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,166,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,10,1,"ci_re,sq_gr,tr_bl; ",50,24,26,child,145,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,2,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,97,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,15,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,160,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,3,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,105,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,5,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,107,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,15,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,177,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,12,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,91,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,161,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,20,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,113,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,18,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,152,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,10,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,171,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,116,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,6,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,162,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,0,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,127,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,6,1,"ci_re,sq_gr,tr_bl; ",76,15,9,child,124,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,0,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,128,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,7,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,143,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,8,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,178,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,11,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,146,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,20,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,153,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,172,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,3,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,120,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,18,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,108,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,16,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,147,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,20,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,92,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,13,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,117,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,163,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,154,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,14,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,186,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,21,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,121,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,4,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,179,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,8,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,148,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,14,3,"sq_gr,tr_bl,ci_re; ",60,40,0,child,149,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,9,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,184,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,6,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,109,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,8,2,"sq_gr,ci_re,tr_bl; ",100,0,0,child,155,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,0,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,129,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,15,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,132,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,6,1,"ci_re,sq_gr,tr_bl; ",73,13,14,child,133,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,183,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,8,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,144,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,3,1,"ci_re,sq_gr,tr_bl; ",100,0,0,child,134,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,5,3,"tr_bl,sq_gr,ci_re; ",100,0,0,child,156,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,10,2,"sq_gr,ci_re,tr_bl; ",49,25,26,child,182,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,13,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,185,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,22,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,98,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,9,2,"tr_bl,ci_re,sq_gr; ",100,0,0,child,157,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,20,3,"sq_gr,tr_bl,ci_re; ",100,0,0,child,173,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,3,2,"sq_gr,ci_re,tr_bl; ",60,10,30,child,110,filler unambiguous
11,filler unambiguous,re,ci_re,tr_bl,sq_gr,3,1,"ci_re,tr_bl,sq_gr; ",100,0,0,child,167,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,5,1,"sq_gr,ci_bl,tr_re; ",100,0,0,child,114,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,3,1,"sq_gr,tr_re,ci_bl; ",100,0,0,child,118,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,18,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,93,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,6,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,90,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,3,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,125,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,12,1,"sq_gr,tr_re,ci_bl; ",100,0,0,child,158,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,10,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,174,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,16,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,138,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,21,3,"ci_bl,tr_re,sq_gr; ",100,0,0,child,175,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,8,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,94,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,23,3,"ci_bl,tr_re,sq_gr; ",58,18,24,child,168,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,18,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,95,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,0,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,130,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,21,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,180,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,21,3,"ci_bl,tr_re,sq_gr; ",100,0,0,child,119,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,6,2,"tr_re,sq_gr,ci_bl; ",19,42,39,child,99,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,9,1,"sq_gr,tr_re,ci_bl; ",100,0,0,child,169,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,15,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,122,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,11,1,"sq_gr,ci_bl,tr_re; ",55,28,17,child,139,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,10,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,140,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,2,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,150,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,3,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,159,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,22,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,100,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,15,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,111,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,11,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,101,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,13,3,"ci_bl,tr_re,sq_gr; ",67,12,21,child,176,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,10,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,170,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,21,1,"sq_gr,tr_re,ci_bl; ",100,0,0,child,141,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,14,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,96,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,2,3,"tr_re,ci_bl,sq_gr; ",33,34,33,child,112,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,1,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,102,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,10,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,135,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,8,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,115,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,16,3,"ci_bl,tr_re,sq_gr; ",49,25,26,child,136,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,0,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,131,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,21,3,"ci_bl,tr_re,sq_gr; ",100,0,0,child,123,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,2,3,"tr_re,ci_bl,sq_gr; ",60,20,20,child,106,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,17,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,137,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,2,1,"sq_gr,ci_bl,tr_re; ",100,0,0,child,164,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,22,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,151,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,8,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,103,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,17,1,"sq_gr,tr_re,ci_bl; ",100,0,0,child,126,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,6,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,181,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,18,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,142,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,17,1,"sq_gr,ci_bl,tr_re; ",100,0,0,child,104,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,9,1,"sq_gr,ci_bl,tr_re; ",90,5,5,child,165,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,13,1,"sq_gr,ci_bl,tr_re; ",100,0,0,child,166,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,5,1,"sq_gr,ci_bl,tr_re; ",42,21,37,child,145,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,9,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,97,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,7,2,"tr_re,sq_gr,ci_bl; ",100,0,0,child,160,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,6,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,105,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,14,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,107,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,22,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,177,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,14,3,"tr_re,ci_bl,sq_gr; ",100,0,0,child,91,filler unambiguous
12,filler unambiguous,gr,sq_gr,ci_bl,tr_re,14,2,"ci_bl,sq_gr,tr_re; ",100,0,0,child,161,filler unambiguous
