itemid,itemtype,msg,target,competitor,distractor,trialid,targetpos,layout,prob_target,prob_competitor,prob_distr,condition,speaker,participant_id
7,critical,gr,sq_gr,ci_gr,tr_re,4,3,"tr_re,ci_gr,sq_gr",0,0,100,critical,adult,78
7,critical,gr,sq_gr,ci_gr,tr_re,0,3,"tr_re,ci_gr,sq_gr",100,0,0,critical,adult,79
7,critical,gr,sq_gr,ci_gr,tr_re,2,2,"ci_gr,sq_gr,tr_re",0,100,0,critical,adult,1
7,critical,gr,sq_gr,ci_gr,tr_re,14,3,"ci_gr,tr_re,sq_gr",50,50,0,critical,child,80
8,critical,gr,sq_gr,tr_gr,ci_bl,23,1,"sq_gr,ci_bl,tr_gr",86,12,2,critical,adult,2
8,critical,gr,sq_gr,tr_gr,ci_bl,15,2,"ci_bl,sq_gr,tr_gr",50,50,0,critical,child,3
8,critical,gr,sq_gr,tr_gr,ci_bl,21,3,"ci_bl,tr_gr,sq_gr",100,0,0,critical,adult,4
8,critical,gr,sq_gr,tr_gr,ci_bl,12,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,child,5
8,critical,gr,sq_gr,tr_gr,ci_bl,9,3,"ci_bl,tr_gr,sq_gr",75,25,0,critical,child,6
8,critical,gr,sq_gr,tr_gr,ci_bl,23,3,"tr_gr,ci_bl,sq_gr",0,100,0,critical,child,7
8,critical,gr,sq_gr,tr_gr,ci_bl,22,3,"tr_gr,ci_bl,sq_gr",50,50,0,critical,child,8
8,critical,gr,sq_gr,tr_gr,ci_bl,20,1,"sq_gr,ci_bl,tr_gr",53,47,0,critical,child,9
8,critical,gr,sq_gr,tr_gr,ci_bl,22,2,"ci_bl,sq_gr,tr_gr",100,0,0,critical,adult,10
8,critical,gr,sq_gr,tr_gr,ci_bl,22,1,"sq_gr,tr_gr,ci_bl",50,50,0,critical,child,11
8,critical,gr,sq_gr,tr_gr,ci_bl,22,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,child,12
8,critical,gr,sq_gr,tr_gr,ci_bl,4,3,"ci_bl,tr_gr,sq_gr",50,50,0,critical,child,13
8,critical,gr,sq_gr,tr_gr,ci_bl,18,2,"ci_bl,sq_gr,tr_gr",51,49,0,critical,child,14
8,critical,gr,sq_gr,tr_gr,ci_bl,6,2,"ci_bl,sq_gr,tr_gr",50,50,0,critical,adult,15
8,critical,gr,sq_gr,tr_gr,ci_bl,5,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,adult,16
8,critical,gr,sq_gr,tr_gr,ci_bl,5,2,"ci_bl,sq_gr,tr_gr",50,50,0,critical,child,17
8,critical,gr,sq_gr,tr_gr,ci_bl,2,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,adult,18
8,critical,gr,sq_gr,tr_gr,ci_bl,9,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,adult,19
8,critical,gr,sq_gr,tr_gr,ci_bl,10,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,child,20
8,critical,gr,sq_gr,tr_gr,ci_bl,2,2,"ci_bl,sq_gr,tr_gr",80,20,0,critical,child,21
8,critical,gr,sq_gr,tr_gr,ci_bl,2,3,"tr_gr,ci_bl,sq_gr",100,0,0,critical,child,22
8,critical,gr,sq_gr,tr_gr,ci_bl,21,3,"tr_gr,ci_bl,sq_gr",46,54,0,critical,child,23
8,critical,gr,sq_gr,tr_gr,ci_bl,10,1,"sq_gr,tr_gr,ci_bl",75,25,0,critical,child,24
8,critical,gr,sq_gr,tr_gr,ci_bl,7,2,"ci_bl,sq_gr,tr_gr",0,100,0,critical,child,25
8,critical,gr,sq_gr,tr_gr,ci_bl,9,3,"tr_gr,ci_bl,sq_gr",80,20,0,critical,adult,26
8,critical,gr,sq_gr,tr_gr,ci_bl,12,2,"tr_gr,sq_gr,ci_bl",80,20,0,critical,child,27
8,critical,gr,sq_gr,tr_gr,ci_bl,17,1,"sq_gr,ci_bl,tr_gr",93,7,0,critical,child,28
8,critical,gr,sq_gr,tr_gr,ci_bl,6,3,"tr_gr,ci_bl,sq_gr",70,30,0,critical,adult,29
8,critical,gr,sq_gr,tr_gr,ci_bl,22,2,"tr_gr,sq_gr,ci_bl",11,89,0,critical,child,30
8,critical,gr,sq_gr,tr_gr,ci_bl,3,3,"ci_bl,tr_gr,sq_gr",48,52,0,critical,child,31
8,critical,gr,sq_gr,tr_gr,ci_bl,9,3,"tr_gr,ci_bl,sq_gr",29,47,24,critical,child,32
8,critical,gr,sq_gr,tr_gr,ci_bl,20,3,"tr_gr,ci_bl,sq_gr",75,25,0,critical,child,33
8,critical,gr,sq_gr,tr_gr,ci_bl,11,2,"ci_bl,sq_gr,tr_gr",50,50,0,critical,adult,34
8,critical,gr,sq_gr,tr_gr,ci_bl,9,1,"sq_gr,tr_gr,ci_bl",50,50,0,critical,adult,35
8,critical,gr,sq_gr,tr_gr,ci_bl,7,1,"sq_gr,tr_gr,ci_bl",98,2,0,critical,adult,36
8,critical,gr,sq_gr,tr_gr,ci_bl,20,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,adult,37
8,critical,gr,sq_gr,tr_gr,ci_bl,13,1,"sq_gr,tr_gr,ci_bl",100,0,0,critical,child,38
8,critical,gr,sq_gr,tr_gr,ci_bl,4,2,"tr_gr,sq_gr,ci_bl",51,49,0,critical,adult,39
8,critical,gr,sq_gr,tr_gr,ci_bl,14,1,"sq_gr,ci_bl,tr_gr",100,0,0,critical,adult,40
8,critical,gr,sq_gr,tr_gr,ci_bl,15,2,"ci_bl,sq_gr,tr_gr",45,50,5,critical,child,41
8,critical,gr,sq_gr,tr_gr,ci_bl,20,2,"ci_bl,sq_gr,tr_gr",50,50,0,critical,adult,42
8,critical,gr,sq_gr,tr_gr,ci_bl,21,2,"ci_bl,sq_gr,tr_gr",50,50,0,critical,child,43
8,critical,gr,sq_gr,tr_gr,ci_bl,18,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,child,44
8,critical,gr,sq_gr,tr_gr,ci_bl,17,1,"sq_gr,ci_bl,tr_gr",95,5,0,critical,adult,45
8,critical,gr,sq_gr,tr_gr,ci_bl,12,1,"sq_gr,tr_gr,ci_bl",75,25,0,critical,adult,46
8,critical,gr,sq_gr,tr_gr,ci_bl,19,1,"sq_gr,ci_bl,tr_gr",70,30,0,critical,child,47
8,critical,gr,sq_gr,tr_gr,ci_bl,19,2,"tr_gr,sq_gr,ci_bl",75,25,0,critical,adult,48
8,critical,gr,sq_gr,tr_gr,ci_bl,7,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,adult,49
8,critical,gr,sq_gr,tr_gr,ci_bl,19,3,"ci_bl,tr_gr,sq_gr",50,50,0,critical,adult,50
8,critical,gr,sq_gr,tr_gr,ci_bl,22,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,child,51
8,critical,gr,sq_gr,tr_gr,ci_bl,23,1,"sq_gr,tr_gr,ci_bl",50,50,0,critical,adult,52
8,critical,gr,sq_gr,tr_gr,ci_bl,17,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,child,53
8,critical,gr,sq_gr,tr_gr,ci_bl,10,3,"tr_gr,ci_bl,sq_gr",100,0,0,critical,adult,54
8,critical,gr,sq_gr,tr_gr,ci_bl,20,2,"ci_bl,sq_gr,tr_gr",50,50,0,critical,adult,55
8,critical,gr,sq_gr,tr_gr,ci_bl,2,2,"ci_bl,sq_gr,tr_gr",100,0,0,critical,adult,56
8,critical,gr,sq_gr,tr_gr,ci_bl,7,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,child,57
8,critical,gr,sq_gr,tr_gr,ci_bl,15,1,"sq_gr,tr_gr,ci_bl",50,50,0,critical,adult,58
8,critical,gr,sq_gr,tr_gr,ci_bl,14,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,child,59
8,critical,gr,sq_gr,tr_gr,ci_bl,10,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,child,60
8,critical,gr,sq_gr,tr_gr,ci_bl,15,1,"sq_gr,ci_bl,tr_gr",63,37,0,critical,child,61
8,critical,gr,sq_gr,tr_gr,ci_bl,17,1,"sq_gr,tr_gr,ci_bl",49,49,2,critical,adult,62
8,critical,gr,sq_gr,tr_gr,ci_bl,23,1,"sq_gr,ci_bl,tr_gr",49,51,0,critical,child,63
8,critical,gr,sq_gr,tr_gr,ci_bl,0,1,"sq_gr,tr_gr,ci_bl",100,0,0,critical,child,64
8,critical,gr,sq_gr,tr_gr,ci_bl,18,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,child,65
8,critical,gr,sq_gr,tr_gr,ci_bl,16,1,"sq_gr,tr_gr,ci_bl",21,46,33,critical,child,66
8,critical,gr,sq_gr,tr_gr,ci_bl,2,3,"ci_bl,tr_gr,sq_gr",46,46,8,critical,adult,67
8,critical,gr,sq_gr,tr_gr,ci_bl,11,1,"sq_gr,tr_gr,ci_bl",50,50,0,critical,adult,68
8,critical,gr,sq_gr,tr_gr,ci_bl,10,2,"tr_gr,sq_gr,ci_bl",40,58,2,critical,adult,69
8,critical,gr,sq_gr,tr_gr,ci_bl,20,1,"sq_gr,tr_gr,ci_bl",50,50,0,critical,child,70
8,critical,gr,sq_gr,tr_gr,ci_bl,4,1,"sq_gr,ci_bl,tr_gr",100,0,0,critical,child,71
8,critical,gr,sq_gr,tr_gr,ci_bl,7,3,"ci_bl,tr_gr,sq_gr",100,0,0,critical,adult,72
8,critical,gr,sq_gr,tr_gr,ci_bl,21,2,"tr_gr,sq_gr,ci_bl",50,50,0,critical,child,73
8,critical,gr,sq_gr,tr_gr,ci_bl,0,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,child,74
8,critical,gr,sq_gr,tr_gr,ci_bl,18,3,"ci_bl,tr_gr,sq_gr",100,0,0,critical,adult,75
8,critical,gr,sq_gr,tr_gr,ci_bl,18,2,"tr_gr,sq_gr,ci_bl",100,0,0,critical,adult,76
8,critical,gr,sq_gr,tr_gr,ci_bl,6,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,adult,77
8,critical,gr,sq_gr,tr_gr,ci_bl,12,3,"tr_gr,ci_bl,sq_gr",50,50,0,critical,adult,78
8,critical,gr,sq_gr,tr_gr,ci_bl,14,3,"ci_bl,tr_gr,sq_gr",100,0,0,critical,adult,79
8,critical,gr,sq_gr,tr_gr,ci_bl,23,2,"ci_bl,sq_gr,tr_gr",0,100,0,critical,adult,1
8,critical,gr,sq_gr,tr_gr,ci_bl,23,1,"sq_gr,ci_bl,tr_gr",50,50,0,critical,child,80
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,21,1,"tr_re,sq_gr,ci_bl",96,2,2,filler unambiguous,adult,2
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,7,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,3
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,4,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,adult,4
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,9,3,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,5
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,17,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,6
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,15,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,7
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,14,1,"tr_re,ci_bl,sq_gr",0,100,0,filler unambiguous,child,8
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,15,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,9
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,17,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,10
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,12,3,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,11
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,9,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,12
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,16,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,13
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,4,2,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,child,14
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,3,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,15
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,18,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,16
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,10,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,17
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,18,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,18
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,1,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,19
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,15,3,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,20
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,1,3,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,21
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,15,2,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,child,22
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,19,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,23
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,23,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,24
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,10,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,25
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,4,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,26
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,4,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,27
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,14,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,28
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,7,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,adult,29
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,1,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,30
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,8,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,31
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,19,1,"tr_re,sq_gr,ci_bl",59,19,22,filler unambiguous,child,32
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,0,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,33
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,5,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,adult,34
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,8,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,35
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,9,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,adult,36
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,10,3,"ci_bl,sq_gr,tr_re",90,10,0,filler unambiguous,adult,37
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,19,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,38
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,16,2,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,adult,39
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,16,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,40
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,0,3,"ci_bl,sq_gr,tr_re",70,14,16,filler unambiguous,child,41
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,19,3,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,adult,42
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,15,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,43
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,17,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,44
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,1,2,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,adult,45
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,23,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,46
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,16,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,47
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,18,2,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,adult,48
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,3,1,"tr_re,ci_bl,sq_gr",50,50,0,filler unambiguous,adult,49
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,20,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,50
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,9,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,51
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,7,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,adult,52
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,2,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,53
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,2,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,54
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,12,2,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,adult,55
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,13,2,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,adult,56
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,15,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,57
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,1,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,58
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,23,2,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,child,59
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,2,3,"ci_bl,sq_gr,tr_re",95,4,1,filler unambiguous,child,60
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,9,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,61
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,9,2,"ci_bl,tr_re,sq_gr",92,4,4,filler unambiguous,adult,62
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,14,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,63
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,15,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,64
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,10,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,65
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,23,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,66
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,21,1,"tr_re,sq_gr,ci_bl",43,34,23,filler unambiguous,adult,67
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,22,3,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,68
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,2,1,"tr_re,ci_bl,sq_gr",60,18,22,filler unambiguous,adult,69
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,16,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,70
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,19,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,71
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,0,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,72
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,18,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,73
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,1,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,74
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,16,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,75
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,10,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,adult,76
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,13,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,adult,77
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,10,2,"ci_bl,tr_re,sq_gr",50,0,50,filler unambiguous,adult,78
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,17,1,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,79
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,17,1,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,1
9,filler unambiguous,tr,tr_re,ci_bl,sq_gr,0,2,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,80
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,15,1,"ci_bl,sq_gr,tr_re",96,2,2,filler unambiguous,adult,2
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,20,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,3
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,10,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,4
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,11,1,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,child,5
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,15,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,6
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,2,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,7
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,7,1,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,8
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,9,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,9
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,11,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,10
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,23,3,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,11
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,1,1,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,child,12
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,14,1,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,13
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,12,2,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,child,14
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,11,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,15
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,4,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,16
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,14,1,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,child,17
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,0,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,18
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,17,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,19
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,4,1,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,20
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,20,3,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,21
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,10,1,"ci_bl,tr_re,sq_gr",100,0,0,filler unambiguous,child,22
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,22,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,23
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,20,1,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,24
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,3,3,"tr_re,sq_gr,ci_bl",0,0,100,filler unambiguous,child,25
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,1,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,26
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,8,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,27
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,12,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,child,28
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,17,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,29
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,6,1,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,30
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,19,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,child,31
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,6,2,"sq_gr,ci_bl,tr_re",73,13,14,filler unambiguous,child,32
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,11,3,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,33
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,18,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,34
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,11,3,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,adult,35
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,13,3,"tr_re,sq_gr,ci_bl",100,0,0,filler unambiguous,adult,36
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,2,3,"sq_gr,tr_re,ci_bl",5,5,90,filler unambiguous,adult,37
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,17,1,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,38
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,21,2,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,39
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,0,2,"tr_re,ci_bl,sq_gr",100,0,0,filler unambiguous,adult,40
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,4,3,"tr_re,sq_gr,ci_bl",82,9,9,filler unambiguous,child,41
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,8,2,"sq_gr,ci_bl,tr_re",100,0,0,filler unambiguous,adult,42
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,12,1,"ci_bl,sq_gr,tr_re",100,0,0,filler unambiguous,child,43
10,filler unambiguous,ci,ci_bl,sq_gr,tr_re,23,3,"sq_gr,tr_re,ci_bl",100,0,0,filler unambiguous,child,44
